timestamp,log_type,event_type,source_ip,destination_ip,user,severity,message
2025-08-05 02:22:23,System,Data Exfiltration,192.168.1.34,10.0.0.5,admin,Critical,Data Exfiltration from 192.168.1.34 to 10.0.0.5 using user admin
2025-08-01 00:13:23,Application,Brute Force Attack,192.168.1.18,10.0.0.4,root,Medium,Brute Force Attack from 192.168.1.18 to 10.0.0.4 using user root
2025-08-03 07:54:23,Application,Malware Signature Detected,192.168.1.5,10.0.0.3,guest,Critical,Malware Signature Detected from 192.168.1.5 to 10.0.0.3 using user guest
2025-08-03 17:25:23,Authentication,Data Exfiltration,192.168.1.87,10.0.0.33,user1,High,Data Exfiltration from 192.168.1.87 to 10.0.0.33 using user user1
2025-07-31 21:08:23,Firewall,Login Success,192.168.1.29,10.0.0.21,admin,Low,Login Success from 192.168.1.29 to 10.0.0.21 using user admin
2025-08-02 03:25:23,Application,Login Success,192.168.1.89,10.0.0.24,service_account,Medium,Login Success from 192.168.1.89 to 10.0.0.24 using user service_account
2025-08-04 01:52:23,Authentication,Port Scan Detected,192.168.1.55,10.0.0.28,user1,High,Port Scan Detected from 192.168.1.55 to 10.0.0.28 using user user1
2025-08-01 09:47:23,Authentication,Port Scan Detected,192.168.1.17,10.0.0.19,admin,Medium,Port Scan Detected from 192.168.1.17 to 10.0.0.19 using user admin
2025-07-31 03:45:23,System,Unauthorized Access Attempt,192.168.1.61,10.0.0.45,user1,Critical,Unauthorized Access Attempt from 192.168.1.61 to 10.0.0.45 using user user1
2025-07-31 19:03:23,IDS,Suspicious File Executed,192.168.1.49,10.0.0.27,guest,Critical,Suspicious File Executed from 192.168.1.49 to 10.0.0.27 using user guest
2025-08-02 15:13:23,Firewall,Brute Force Attack,192.168.1.54,10.0.0.10,root,High,Brute Force Attack from 192.168.1.54 to 10.0.0.10 using user root
2025-08-03 08:19:23,IDS,Login Failure,192.168.1.85,10.0.0.47,user1,Medium,Login Failure from 192.168.1.85 to 10.0.0.47 using user user1
2025-08-03 10:30:23,Application,Suspicious File Executed,192.168.1.41,10.0.0.25,user1,High,Suspicious File Executed from 192.168.1.41 to 10.0.0.25 using user user1
2025-08-03 14:31:23,System,Unauthorized Access Attempt,192.168.1.60,10.0.0.25,service_account,High,Unauthorized Access Attempt from 192.168.1.60 to 10.0.0.25 using user service_account
2025-08-01 08:42:23,Application,Login Failure,192.168.1.25,10.0.0.43,service_account,Low,Login Failure from 192.168.1.25 to 10.0.0.43 using user service_account
2025-08-02 05:48:23,System,Anomaly Detected,192.168.1.36,10.0.0.35,guest,High,Anomaly Detected from 192.168.1.36 to 10.0.0.35 using user guest
2025-08-05 02:56:23,Firewall,Data Exfiltration,192.168.1.21,10.0.0.2,guest,High,Data Exfiltration from 192.168.1.21 to 10.0.0.2 using user guest
2025-07-29 23:18:23,System,RDP Connection,192.168.1.75,10.0.0.7,root,Critical,RDP Connection from 192.168.1.75 to 10.0.0.7 using user root
2025-08-04 02:47:23,IDS,Phishing Attempt,192.168.1.42,10.0.0.21,user1,Low,Phishing Attempt from 192.168.1.42 to 10.0.0.21 using user user1
2025-07-30 05:03:23,IDS,Suspicious File Executed,192.168.1.66,10.0.0.26,user1,Medium,Suspicious File Executed from 192.168.1.66 to 10.0.0.26 using user user1
2025-07-31 19:56:23,Firewall,Port Scan Detected,192.168.1.73,10.0.0.21,guest,Medium,Port Scan Detected from 192.168.1.73 to 10.0.0.21 using user guest
2025-08-04 01:08:23,System,Phishing Attempt,192.168.1.31,10.0.0.23,service_account,High,Phishing Attempt from 192.168.1.31 to 10.0.0.23 using user service_account
2025-08-05 06:31:23,Application,Data Exfiltration,192.168.1.37,10.0.0.5,user1,High,Data Exfiltration from 192.168.1.37 to 10.0.0.5 using user user1
2025-08-05 05:57:23,IDS,Privilege Escalation,192.168.1.42,10.0.0.27,root,Critical,Privilege Escalation from 192.168.1.42 to 10.0.0.27 using user root
2025-07-29 09:54:23,IDS,Login Success,192.168.1.52,10.0.0.34,service_account,High,Login Success from 192.168.1.52 to 10.0.0.34 using user service_account
2025-08-01 18:36:23,Firewall,Unauthorized Access Attempt,192.168.1.55,10.0.0.40,admin,Critical,Unauthorized Access Attempt from 192.168.1.55 to 10.0.0.40 using user admin
2025-07-30 19:15:23,System,Malware Signature Detected,192.168.1.25,10.0.0.30,root,High,Malware Signature Detected from 192.168.1.25 to 10.0.0.30 using user root
2025-08-04 14:40:23,System,Login Failure,192.168.1.73,10.0.0.34,root,Medium,Login Failure from 192.168.1.73 to 10.0.0.34 using user root
2025-07-31 15:28:23,Firewall,Malware Signature Detected,192.168.1.89,10.0.0.11,service_account,Medium,Malware Signature Detected from 192.168.1.89 to 10.0.0.11 using user service_account
2025-08-03 14:54:23,System,Malware Signature Detected,192.168.1.63,10.0.0.40,service_account,Critical,Malware Signature Detected from 192.168.1.63 to 10.0.0.40 using user service_account
2025-08-02 04:59:23,System,Login Success,192.168.1.30,10.0.0.41,guest,Medium,Login Success from 192.168.1.30 to 10.0.0.41 using user guest
2025-08-01 21:08:23,System,Login Failure,192.168.1.17,10.0.0.28,root,Critical,Login Failure from 192.168.1.17 to 10.0.0.28 using user root
2025-08-04 22:54:23,System,RDP Connection,192.168.1.59,10.0.0.7,root,Critical,RDP Connection from 192.168.1.59 to 10.0.0.7 using user root
2025-07-30 02:41:23,Authentication,Malware Signature Detected,192.168.1.34,10.0.0.11,service_account,Medium,Malware Signature Detected from 192.168.1.34 to 10.0.0.11 using user service_account
2025-08-01 02:13:23,Authentication,Anomaly Detected,192.168.1.49,10.0.0.6,root,Medium,Anomaly Detected from 192.168.1.49 to 10.0.0.6 using user root
2025-08-02 21:42:23,Firewall,Data Exfiltration,192.168.1.79,10.0.0.44,root,Low,Data Exfiltration from 192.168.1.79 to 10.0.0.44 using user root
2025-08-01 00:56:23,Firewall,Login Failure,192.168.1.74,10.0.0.9,service_account,Critical,Login Failure from 192.168.1.74 to 10.0.0.9 using user service_account
2025-07-30 08:17:23,System,Login Failure,192.168.1.66,10.0.0.45,user1,Low,Login Failure from 192.168.1.66 to 10.0.0.45 using user user1
2025-08-02 08:16:23,Firewall,Suspicious File Executed,192.168.1.2,10.0.0.24,user1,Critical,Suspicious File Executed from 192.168.1.2 to 10.0.0.24 using user user1
2025-08-02 21:34:23,Firewall,Phishing Attempt,192.168.1.93,10.0.0.11,root,Critical,Phishing Attempt from 192.168.1.93 to 10.0.0.11 using user root
2025-07-30 12:41:23,Firewall,Suspicious File Executed,192.168.1.56,10.0.0.8,user1,Medium,Suspicious File Executed from 192.168.1.56 to 10.0.0.8 using user user1
2025-07-31 21:21:23,Firewall,Login Failure,192.168.1.9,10.0.0.3,guest,Medium,Login Failure from 192.168.1.9 to 10.0.0.3 using user guest
2025-07-29 20:45:23,System,Phishing Attempt,192.168.1.40,10.0.0.2,user1,Critical,Phishing Attempt from 192.168.1.40 to 10.0.0.2 using user user1
2025-08-02 06:52:23,Authentication,Anomaly Detected,192.168.1.78,10.0.0.40,user1,Critical,Anomaly Detected from 192.168.1.78 to 10.0.0.40 using user user1
2025-07-31 15:44:23,Application,RDP Connection,192.168.1.31,10.0.0.45,service_account,Medium,RDP Connection from 192.168.1.31 to 10.0.0.45 using user service_account
2025-08-04 07:06:23,Application,Port Scan Detected,192.168.1.77,10.0.0.2,user1,Low,Port Scan Detected from 192.168.1.77 to 10.0.0.2 using user user1
2025-08-03 11:38:23,System,Suspicious File Executed,192.168.1.17,10.0.0.35,service_account,Critical,Suspicious File Executed from 192.168.1.17 to 10.0.0.35 using user service_account
2025-08-01 02:07:23,Firewall,Phishing Attempt,192.168.1.98,10.0.0.34,user1,Low,Phishing Attempt from 192.168.1.98 to 10.0.0.34 using user user1
2025-08-01 09:46:23,Firewall,Suspicious File Executed,192.168.1.4,10.0.0.10,user1,Medium,Suspicious File Executed from 192.168.1.4 to 10.0.0.10 using user user1
2025-08-03 19:08:23,Application,Privilege Escalation,192.168.1.93,10.0.0.33,admin,High,Privilege Escalation from 192.168.1.93 to 10.0.0.33 using user admin
2025-08-01 18:40:23,System,Login Success,192.168.1.71,10.0.0.36,user1,Low,Login Success from 192.168.1.71 to 10.0.0.36 using user user1
2025-08-03 21:39:23,System,Brute Force Attack,192.168.1.58,10.0.0.40,root,High,Brute Force Attack from 192.168.1.58 to 10.0.0.40 using user root
2025-08-02 10:04:23,IDS,Login Success,192.168.1.70,10.0.0.18,guest,Medium,Login Success from 192.168.1.70 to 10.0.0.18 using user guest
2025-08-04 19:20:23,IDS,Malware Signature Detected,192.168.1.46,10.0.0.32,user1,Medium,Malware Signature Detected from 192.168.1.46 to 10.0.0.32 using user user1
2025-08-03 18:29:23,IDS,RDP Connection,192.168.1.44,10.0.0.43,user1,Low,RDP Connection from 192.168.1.44 to 10.0.0.43 using user user1
2025-08-03 08:44:23,IDS,Malware Signature Detected,192.168.1.11,10.0.0.17,guest,High,Malware Signature Detected from 192.168.1.11 to 10.0.0.17 using user guest
2025-07-31 03:59:23,Authentication,Unauthorized Access Attempt,192.168.1.53,10.0.0.20,root,Medium,Unauthorized Access Attempt from 192.168.1.53 to 10.0.0.20 using user root
2025-07-29 21:13:23,IDS,Brute Force Attack,192.168.1.79,10.0.0.9,root,High,Brute Force Attack from 192.168.1.79 to 10.0.0.9 using user root
2025-07-31 22:46:23,System,Privilege Escalation,192.168.1.65,10.0.0.48,service_account,Low,Privilege Escalation from 192.168.1.65 to 10.0.0.48 using user service_account
2025-08-04 12:00:23,Application,Anomaly Detected,192.168.1.46,10.0.0.32,guest,Medium,Anomaly Detected from 192.168.1.46 to 10.0.0.32 using user guest
2025-08-03 22:47:23,System,Unauthorized Access Attempt,192.168.1.85,10.0.0.16,service_account,Critical,Unauthorized Access Attempt from 192.168.1.85 to 10.0.0.16 using user service_account
2025-08-04 18:21:23,Authentication,Malware Signature Detected,192.168.1.11,10.0.0.46,admin,Critical,Malware Signature Detected from 192.168.1.11 to 10.0.0.46 using user admin
2025-08-02 19:35:23,IDS,Phishing Attempt,192.168.1.18,10.0.0.34,root,Medium,Phishing Attempt from 192.168.1.18 to 10.0.0.34 using user root
2025-08-01 11:12:23,Application,Malware Signature Detected,192.168.1.48,10.0.0.30,admin,Medium,Malware Signature Detected from 192.168.1.48 to 10.0.0.30 using user admin
2025-08-03 06:30:23,System,Data Exfiltration,192.168.1.34,10.0.0.21,guest,Low,Data Exfiltration from 192.168.1.34 to 10.0.0.21 using user guest
2025-08-03 13:13:23,Authentication,RDP Connection,192.168.1.95,10.0.0.44,admin,Medium,RDP Connection from 192.168.1.95 to 10.0.0.44 using user admin
2025-08-01 05:06:23,IDS,Privilege Escalation,192.168.1.30,10.0.0.30,service_account,Medium,Privilege Escalation from 192.168.1.30 to 10.0.0.30 using user service_account
2025-08-02 13:36:23,System,Privilege Escalation,192.168.1.24,10.0.0.29,service_account,High,Privilege Escalation from 192.168.1.24 to 10.0.0.29 using user service_account
2025-08-04 00:06:23,IDS,Brute Force Attack,192.168.1.55,10.0.0.31,admin,Critical,Brute Force Attack from 192.168.1.55 to 10.0.0.31 using user admin
2025-07-29 21:58:23,Application,RDP Connection,192.168.1.24,10.0.0.36,guest,High,RDP Connection from 192.168.1.24 to 10.0.0.36 using user guest
2025-08-03 19:12:23,Firewall,Malware Signature Detected,192.168.1.83,10.0.0.38,root,Low,Malware Signature Detected from 192.168.1.83 to 10.0.0.38 using user root
2025-08-03 17:21:23,System,Anomaly Detected,192.168.1.46,10.0.0.47,guest,Medium,Anomaly Detected from 192.168.1.46 to 10.0.0.47 using user guest
2025-08-04 18:03:23,Firewall,RDP Connection,192.168.1.26,10.0.0.38,admin,High,RDP Connection from 192.168.1.26 to 10.0.0.38 using user admin
2025-07-30 17:15:23,IDS,Suspicious File Executed,192.168.1.53,10.0.0.48,guest,Critical,Suspicious File Executed from 192.168.1.53 to 10.0.0.48 using user guest
2025-07-30 23:50:23,System,RDP Connection,192.168.1.56,10.0.0.38,admin,Critical,RDP Connection from 192.168.1.56 to 10.0.0.38 using user admin
2025-08-03 01:35:23,IDS,Anomaly Detected,192.168.1.76,10.0.0.44,service_account,Critical,Anomaly Detected from 192.168.1.76 to 10.0.0.44 using user service_account
2025-07-29 13:03:23,Firewall,Privilege Escalation,192.168.1.19,10.0.0.1,admin,Medium,Privilege Escalation from 192.168.1.19 to 10.0.0.1 using user admin
2025-08-04 18:07:23,IDS,Login Success,192.168.1.12,10.0.0.33,user1,High,Login Success from 192.168.1.12 to 10.0.0.33 using user user1
2025-07-30 08:58:23,Application,Login Success,192.168.1.78,10.0.0.20,admin,High,Login Success from 192.168.1.78 to 10.0.0.20 using user admin
2025-08-01 06:38:23,IDS,Anomaly Detected,192.168.1.59,10.0.0.40,root,Medium,Anomaly Detected from 192.168.1.59 to 10.0.0.40 using user root
2025-08-03 05:33:23,IDS,Login Success,192.168.1.14,10.0.0.31,service_account,Critical,Login Success from 192.168.1.14 to 10.0.0.31 using user service_account
2025-08-04 02:49:23,Firewall,Login Success,192.168.1.36,10.0.0.45,service_account,Critical,Login Success from 192.168.1.36 to 10.0.0.45 using user service_account
2025-08-04 08:59:23,Application,Anomaly Detected,192.168.1.5,10.0.0.24,user1,Critical,Anomaly Detected from 192.168.1.5 to 10.0.0.24 using user user1
2025-08-04 20:27:23,IDS,RDP Connection,192.168.1.63,10.0.0.3,admin,High,RDP Connection from 192.168.1.63 to 10.0.0.3 using user admin
2025-08-04 06:45:23,Authentication,Login Failure,192.168.1.15,10.0.0.7,admin,Medium,Login Failure from 192.168.1.15 to 10.0.0.7 using user admin
2025-08-02 14:44:23,Firewall,Anomaly Detected,192.168.1.63,10.0.0.28,root,Critical,Anomaly Detected from 192.168.1.63 to 10.0.0.28 using user root
2025-07-29 17:04:23,System,RDP Connection,192.168.1.52,10.0.0.18,admin,Critical,RDP Connection from 192.168.1.52 to 10.0.0.18 using user admin
2025-07-29 14:05:23,System,Privilege Escalation,192.168.1.25,10.0.0.26,service_account,Low,Privilege Escalation from 192.168.1.25 to 10.0.0.26 using user service_account
2025-08-03 14:27:23,IDS,Data Exfiltration,192.168.1.31,10.0.0.25,guest,Medium,Data Exfiltration from 192.168.1.31 to 10.0.0.25 using user guest
2025-07-31 22:51:23,Firewall,Login Failure,192.168.1.17,10.0.0.13,admin,High,Login Failure from 192.168.1.17 to 10.0.0.13 using user admin
2025-08-02 19:03:23,IDS,Port Scan Detected,192.168.1.60,10.0.0.19,user1,Low,Port Scan Detected from 192.168.1.60 to 10.0.0.19 using user user1
2025-08-04 17:12:23,Authentication,Login Failure,192.168.1.82,10.0.0.21,service_account,Medium,Login Failure from 192.168.1.82 to 10.0.0.21 using user service_account
2025-07-30 14:45:23,System,Login Success,192.168.1.75,10.0.0.41,guest,Critical,Login Success from 192.168.1.75 to 10.0.0.41 using user guest
2025-07-31 15:31:23,Authentication,Login Failure,192.168.1.75,10.0.0.48,guest,High,Login Failure from 192.168.1.75 to 10.0.0.48 using user guest
2025-08-03 18:10:23,IDS,Anomaly Detected,192.168.1.69,10.0.0.1,user1,Low,Anomaly Detected from 192.168.1.69 to 10.0.0.1 using user user1
2025-08-03 05:01:23,Authentication,Brute Force Attack,192.168.1.62,10.0.0.16,service_account,Critical,Brute Force Attack from 192.168.1.62 to 10.0.0.16 using user service_account
2025-08-05 06:07:23,IDS,Port Scan Detected,192.168.1.7,10.0.0.47,admin,Low,Port Scan Detected from 192.168.1.7 to 10.0.0.47 using user admin
2025-07-30 10:45:23,Firewall,Malware Signature Detected,192.168.1.89,10.0.0.36,guest,Critical,Malware Signature Detected from 192.168.1.89 to 10.0.0.36 using user guest
2025-07-31 09:33:23,Authentication,Anomaly Detected,192.168.1.12,10.0.0.8,guest,High,Anomaly Detected from 192.168.1.12 to 10.0.0.8 using user guest
2025-07-30 02:19:23,Authentication,RDP Connection,192.168.1.67,10.0.0.26,service_account,Critical,RDP Connection from 192.168.1.67 to 10.0.0.26 using user service_account
2025-08-03 04:09:23,IDS,Login Success,192.168.1.72,10.0.0.32,root,High,Login Success from 192.168.1.72 to 10.0.0.32 using user root
2025-07-31 12:26:23,System,Privilege Escalation,192.168.1.66,10.0.0.6,guest,Critical,Privilege Escalation from 192.168.1.66 to 10.0.0.6 using user guest
2025-08-04 05:00:23,Authentication,Phishing Attempt,192.168.1.4,10.0.0.43,admin,Low,Phishing Attempt from 192.168.1.4 to 10.0.0.43 using user admin
2025-08-01 04:53:23,System,Suspicious File Executed,192.168.1.78,10.0.0.11,admin,Low,Suspicious File Executed from 192.168.1.78 to 10.0.0.11 using user admin
2025-08-02 13:15:23,Application,Anomaly Detected,192.168.1.15,10.0.0.1,admin,Low,Anomaly Detected from 192.168.1.15 to 10.0.0.1 using user admin
2025-07-31 01:37:23,Application,Port Scan Detected,192.168.1.85,10.0.0.23,root,Critical,Port Scan Detected from 192.168.1.85 to 10.0.0.23 using user root
2025-07-29 09:59:23,System,Unauthorized Access Attempt,192.168.1.66,10.0.0.13,root,High,Unauthorized Access Attempt from 192.168.1.66 to 10.0.0.13 using user root
2025-08-02 17:07:23,Authentication,Privilege Escalation,192.168.1.93,10.0.0.46,guest,Low,Privilege Escalation from 192.168.1.93 to 10.0.0.46 using user guest
2025-08-04 10:38:23,System,Phishing Attempt,192.168.1.32,10.0.0.17,service_account,Medium,Phishing Attempt from 192.168.1.32 to 10.0.0.17 using user service_account
2025-08-04 18:01:23,Firewall,Suspicious File Executed,192.168.1.64,10.0.0.46,admin,Medium,Suspicious File Executed from 192.168.1.64 to 10.0.0.46 using user admin
2025-07-30 22:51:23,IDS,Port Scan Detected,192.168.1.80,10.0.0.1,guest,Medium,Port Scan Detected from 192.168.1.80 to 10.0.0.1 using user guest
2025-08-05 02:44:23,Firewall,Login Success,192.168.1.97,10.0.0.47,service_account,Critical,Login Success from 192.168.1.97 to 10.0.0.47 using user service_account
2025-08-04 22:26:23,IDS,Login Failure,192.168.1.8,10.0.0.17,root,Low,Login Failure from 192.168.1.8 to 10.0.0.17 using user root
2025-08-01 11:59:23,Application,Anomaly Detected,192.168.1.76,10.0.0.8,guest,High,Anomaly Detected from 192.168.1.76 to 10.0.0.8 using user guest
2025-08-03 08:32:23,Authentication,Privilege Escalation,192.168.1.77,10.0.0.49,guest,Medium,Privilege Escalation from 192.168.1.77 to 10.0.0.49 using user guest
2025-07-29 18:55:23,Firewall,Login Failure,192.168.1.29,10.0.0.15,service_account,Low,Login Failure from 192.168.1.29 to 10.0.0.15 using user service_account
2025-08-03 15:44:23,IDS,Login Success,192.168.1.35,10.0.0.29,guest,Medium,Login Success from 192.168.1.35 to 10.0.0.29 using user guest
2025-07-30 14:41:23,Authentication,RDP Connection,192.168.1.57,10.0.0.3,guest,Low,RDP Connection from 192.168.1.57 to 10.0.0.3 using user guest
2025-07-30 20:30:23,Application,Login Failure,192.168.1.53,10.0.0.20,service_account,Low,Login Failure from 192.168.1.53 to 10.0.0.20 using user service_account
2025-08-01 22:31:23,IDS,RDP Connection,192.168.1.83,10.0.0.17,service_account,Medium,RDP Connection from 192.168.1.83 to 10.0.0.17 using user service_account
2025-08-03 08:55:23,Authentication,Data Exfiltration,192.168.1.8,10.0.0.5,guest,Medium,Data Exfiltration from 192.168.1.8 to 10.0.0.5 using user guest
2025-07-31 06:44:23,Firewall,Data Exfiltration,192.168.1.69,10.0.0.9,admin,Low,Data Exfiltration from 192.168.1.69 to 10.0.0.9 using user admin
2025-07-29 15:55:23,Authentication,Data Exfiltration,192.168.1.7,10.0.0.44,admin,Medium,Data Exfiltration from 192.168.1.7 to 10.0.0.44 using user admin
2025-08-01 06:02:23,Firewall,Login Failure,192.168.1.4,10.0.0.44,admin,Low,Login Failure from 192.168.1.4 to 10.0.0.44 using user admin
2025-08-01 02:33:23,IDS,Phishing Attempt,192.168.1.58,10.0.0.2,user1,High,Phishing Attempt from 192.168.1.58 to 10.0.0.2 using user user1
2025-08-03 05:14:23,Firewall,Brute Force Attack,192.168.1.60,10.0.0.27,root,Medium,Brute Force Attack from 192.168.1.60 to 10.0.0.27 using user root
2025-08-02 18:35:23,Firewall,Data Exfiltration,192.168.1.40,10.0.0.19,user1,Low,Data Exfiltration from 192.168.1.40 to 10.0.0.19 using user user1
2025-08-04 17:56:23,IDS,Data Exfiltration,192.168.1.86,10.0.0.21,guest,Low,Data Exfiltration from 192.168.1.86 to 10.0.0.21 using user guest
2025-08-02 22:00:23,IDS,Port Scan Detected,192.168.1.74,10.0.0.2,service_account,Critical,Port Scan Detected from 192.168.1.74 to 10.0.0.2 using user service_account
2025-08-02 20:07:23,IDS,Port Scan Detected,192.168.1.49,10.0.0.27,root,Critical,Port Scan Detected from 192.168.1.49 to 10.0.0.27 using user root
2025-08-05 03:42:23,Firewall,Suspicious File Executed,192.168.1.49,10.0.0.1,guest,Medium,Suspicious File Executed from 192.168.1.49 to 10.0.0.1 using user guest
2025-08-03 03:40:23,IDS,Port Scan Detected,192.168.1.58,10.0.0.37,user1,Low,Port Scan Detected from 192.168.1.58 to 10.0.0.37 using user user1
2025-08-04 21:46:23,IDS,Login Failure,192.168.1.10,10.0.0.30,admin,Medium,Login Failure from 192.168.1.10 to 10.0.0.30 using user admin
2025-08-03 07:23:23,Firewall,Malware Signature Detected,192.168.1.53,10.0.0.13,root,Low,Malware Signature Detected from 192.168.1.53 to 10.0.0.13 using user root
