timestamp,event_id,description,computer,account_name,severity,logon_type
2025-08-03 10:42:20,5156,The Windows Filtering Platform has permitted a connection,SRV01,arnab,Warning,
2025-07-27 07:12:20,4648,A logon was attempted using explicit credentials,DC01,guest,Error,RemoteInteractive
2025-08-02 04:40:20,4720,A user account was created,WEB01,svc-backup,Error,
2025-07-29 16:35:20,4722,A user account was enabled,FILE01,guest,Error,
2025-08-03 21:46:20,4720,A user account was created,DC01,arnab,Critical,
2025-07-30 08:01:20,4624,An account was successfully logged on,EXCH01,svc-web,Critical,RemoteInteractive
2025-07-26 20:57:20,4688,A new process has been created,DC01,svc-web,Error,
2025-08-01 04:39:20,4720,A user account was created,SRV01,svc-backup,Information,
2025-07-24 02:52:20,4722,A user account was enabled,APP01,svc-web,Error,
2025-07-22 21:38:20,4688,A new process has been created,SRV01,svc-web,Critical,
2025-08-02 09:51:20,1102,The audit log was cleared,APP01,arnab,Information,
2025-08-01 07:13:20,4624,An account was successfully logged on,EXCH01,arnab,Error,Service
2025-07-26 23:40:20,4720,A user account was created,EXCH01,svc-backup,Warning,
2025-08-04 16:09:20,4720,A user account was created,DC01,guest,Error,
2025-07-24 01:25:20,1102,The audit log was cleared,EXCH01,guest,Error,
2025-07-29 13:30:20,4720,A user account was created,FILE01,admin,Critical,
2025-08-01 05:46:20,4720,A user account was created,APP01,admin,Error,
2025-07-22 19:50:20,4624,An account was successfully logged on,DC01,arnab,Information,Service
2025-08-01 15:27:20,4725,A user account was disabled,WEB01,arnab,Error,
2025-07-26 17:14:20,4722,A user account was enabled,EXCH01,shreya,Warning,
2025-07-24 09:15:20,4688,A new process has been created,EXCH01,arnab,Information,
2025-07-30 22:01:20,4722,A user account was enabled,FILE01,shreya,Critical,
2025-08-03 15:15:20,4722,A user account was enabled,DC01,admin,Error,
2025-07-31 12:23:20,5156,The Windows Filtering Platform has permitted a connection,APP01,arnab,Critical,
2025-07-24 09:17:20,4725,A user account was disabled,WEB01,guest,Warning,
2025-07-28 22:39:20,4648,A logon was attempted using explicit credentials,WEB01,svc-backup,Information,Unlock
2025-07-29 14:27:20,4697,A service was installed in the system,APP01,guest,Error,
2025-08-01 08:58:20,4624,An account was successfully logged on,DC01,guest,Critical,Interactive
2025-07-28 04:35:20,4688,A new process has been created,APP01,svc-backup,Error,
2025-08-01 03:45:20,4688,A new process has been created,WEB01,svc-backup,Information,
2025-07-28 04:23:20,4722,A user account was enabled,DC01,arnab,Critical,
2025-07-30 14:57:20,5156,The Windows Filtering Platform has permitted a connection,APP01,arnab,Error,
2025-07-22 11:26:20,4725,A user account was disabled,APP01,admin,Error,
2025-08-05 01:36:20,4720,A user account was created,EXCH01,admin,Information,
2025-07-29 08:41:20,4688,A new process has been created,FILE01,admin,Warning,
2025-08-02 05:19:20,4722,A user account was enabled,WEB01,arnab,Warning,
2025-07-25 05:49:20,4688,A new process has been created,FILE01,arnab,Critical,
2025-08-04 02:00:20,4688,A new process has been created,FILE01,arnab,Critical,
2025-07-25 20:02:20,4624,An account was successfully logged on,DC01,admin,Critical,RemoteInteractive
2025-07-28 05:30:20,4625,An account failed to log on,DC01,svc-backup,Information,Batch
2025-07-29 23:35:20,5156,The Windows Filtering Platform has permitted a connection,APP01,svc-backup,Information,
2025-08-03 17:08:20,4725,A user account was disabled,APP01,shreya,Error,
2025-07-28 11:20:20,5156,The Windows Filtering Platform has permitted a connection,DC01,arnab,Critical,
2025-07-25 09:13:20,4720,A user account was created,EXCH01,shreya,Information,
2025-08-02 23:05:20,4688,A new process has been created,SRV01,shreya,Critical,
2025-08-04 21:42:20,4725,A user account was disabled,FILE01,arnab,Error,
2025-07-24 00:52:20,4648,A logon was attempted using explicit credentials,SRV01,svc-backup,Information,Unlock
2025-07-26 18:35:20,1102,The audit log was cleared,SRV01,arnab,Information,
2025-08-03 19:32:20,4625,An account failed to log on,FILE01,svc-web,Information,Network
2025-07-26 13:16:20,4625,An account failed to log on,EXCH01,shreya,Warning,Service
2025-08-03 14:42:20,4722,A user account was enabled,WEB01,guest,Warning,
2025-07-27 19:35:20,4722,A user account was enabled,FILE01,admin,Error,
2025-07-31 08:34:20,4722,A user account was enabled,APP01,arnab,Critical,
2025-07-25 21:47:20,4697,A service was installed in the system,FILE01,svc-web,Critical,
2025-08-05 06:44:20,4720,A user account was created,APP01,svc-backup,Information,
2025-08-04 09:08:20,4697,A service was installed in the system,APP01,svc-backup,Warning,
2025-07-26 01:17:20,4697,A service was installed in the system,APP01,admin,Information,
2025-08-01 05:00:20,4624,An account was successfully logged on,DC01,svc-web,Warning,Network
2025-08-02 13:40:20,1102,The audit log was cleared,WEB01,admin,Error,
2025-07-30 16:47:20,4725,A user account was disabled,WEB01,svc-backup,Critical,
2025-08-04 18:46:20,4720,A user account was created,APP01,admin,Critical,
2025-08-03 05:05:20,5156,The Windows Filtering Platform has permitted a connection,DC01,shreya,Critical,
2025-08-04 12:25:20,4720,A user account was created,EXCH01,arnab,Warning,
2025-07-30 05:33:20,4688,A new process has been created,EXCH01,admin,Critical,
2025-07-27 22:15:20,4624,An account was successfully logged on,DC01,svc-web,Warning,Interactive
2025-08-03 01:25:20,4725,A user account was disabled,APP01,shreya,Information,
2025-07-26 16:56:20,4697,A service was installed in the system,DC01,arnab,Information,
2025-08-03 23:00:20,4697,A service was installed in the system,DC01,arnab,Information,
2025-08-05 03:00:20,4720,A user account was created,EXCH01,svc-web,Warning,
2025-07-25 05:42:20,4725,A user account was disabled,EXCH01,svc-web,Error,
2025-07-26 10:00:20,4648,A logon was attempted using explicit credentials,WEB01,arnab,Error,Batch
2025-07-27 06:37:20,4725,A user account was disabled,WEB01,guest,Warning,
2025-08-04 14:31:20,4688,A new process has been created,WEB01,shreya,Critical,
2025-07-25 01:24:20,1102,The audit log was cleared,DC01,svc-web,Information,
2025-08-03 07:32:20,4688,A new process has been created,EXCH01,svc-web,Information,
2025-07-26 23:18:20,4720,A user account was created,FILE01,svc-web,Error,
2025-07-27 03:57:20,4624,An account was successfully logged on,WEB01,guest,Information,Interactive
2025-07-22 21:25:20,4722,A user account was enabled,EXCH01,admin,Critical,
2025-08-05 04:33:20,4720,A user account was created,APP01,guest,Warning,
2025-07-27 13:10:20,4624,An account was successfully logged on,WEB01,admin,Warning,Batch
2025-08-05 04:43:20,4625,An account failed to log on,DC01,shreya,Information,Interactive
2025-08-03 11:33:20,4625,An account failed to log on,SRV01,admin,Information,RemoteInteractive
2025-07-24 17:13:20,4624,An account was successfully logged on,FILE01,guest,Information,Network
2025-07-22 14:45:20,4688,A new process has been created,DC01,shreya,Information,
2025-07-26 11:31:20,1102,The audit log was cleared,APP01,guest,Warning,
2025-07-26 10:35:20,4720,A user account was created,EXCH01,arnab,Critical,
2025-07-26 22:47:20,4624,An account was successfully logged on,WEB01,svc-web,Warning,Batch
2025-07-31 20:08:20,4648,A logon was attempted using explicit credentials,FILE01,svc-web,Information,Interactive
2025-07-29 04:42:20,4648,A logon was attempted using explicit credentials,APP01,shreya,Error,RemoteInteractive
2025-08-01 14:20:20,4624,An account was successfully logged on,SRV01,svc-web,Error,Batch
2025-07-31 01:57:20,4625,An account failed to log on,FILE01,admin,Critical,Network
2025-07-28 06:17:20,4722,A user account was enabled,DC01,svc-web,Critical,
2025-08-01 15:44:20,4648,A logon was attempted using explicit credentials,WEB01,guest,Warning,Interactive
2025-07-25 13:03:20,4720,A user account was created,WEB01,shreya,Warning,
2025-08-04 19:52:20,4625,An account failed to log on,SRV01,svc-backup,Error,Interactive
2025-07-30 13:21:20,4688,A new process has been created,APP01,admin,Critical,
2025-07-25 09:44:20,4624,An account was successfully logged on,FILE01,svc-web,Information,RemoteInteractive
2025-07-31 05:41:20,1102,The audit log was cleared,EXCH01,svc-web,Warning,
2025-07-28 11:02:20,4625,An account failed to log on,EXCH01,shreya,Critical,RemoteInteractive
2025-08-04 01:24:20,4648,A logon was attempted using explicit credentials,EXCH01,svc-web,Warning,Unlock
2025-08-02 01:39:20,5156,The Windows Filtering Platform has permitted a connection,SRV01,arnab,Error,
2025-07-24 22:48:20,4624,An account was successfully logged on,WEB01,guest,Warning,RemoteInteractive
2025-07-24 23:26:20,4625,An account failed to log on,FILE01,admin,Warning,RemoteInteractive
2025-07-22 14:36:20,4722,A user account was enabled,FILE01,svc-backup,Critical,
2025-07-27 23:54:20,4688,A new process has been created,EXCH01,svc-web,Critical,
2025-08-03 05:11:20,5156,The Windows Filtering Platform has permitted a connection,APP01,arnab,Error,
2025-07-28 11:40:20,4722,A user account was enabled,FILE01,admin,Information,
2025-07-30 17:59:20,1102,The audit log was cleared,SRV01,guest,Warning,
2025-07-31 20:20:20,4697,A service was installed in the system,EXCH01,shreya,Critical,
2025-07-24 11:12:20,4725,A user account was disabled,DC01,svc-backup,Information,
2025-08-04 02:15:20,5156,The Windows Filtering Platform has permitted a connection,WEB01,admin,Error,
2025-08-02 16:47:20,4720,A user account was created,EXCH01,guest,Critical,
2025-07-31 01:26:20,4688,A new process has been created,EXCH01,arnab,Warning,
2025-07-31 19:53:20,4725,A user account was disabled,WEB01,arnab,Warning,
2025-07-28 11:25:20,4722,A user account was enabled,DC01,svc-backup,Information,
2025-07-26 15:32:20,5156,The Windows Filtering Platform has permitted a connection,FILE01,guest,Information,
2025-08-04 13:18:20,5156,The Windows Filtering Platform has permitted a connection,SRV01,svc-web,Warning,
2025-07-30 19:36:20,4648,A logon was attempted using explicit credentials,SRV01,svc-web,Error,Service
2025-07-31 17:04:20,4720,A user account was created,SRV01,shreya,Warning,
2025-07-29 21:28:20,5156,The Windows Filtering Platform has permitted a connection,DC01,guest,Information,
2025-08-02 01:14:20,5156,The Windows Filtering Platform has permitted a connection,WEB01,svc-web,Warning,
2025-07-26 08:54:20,4725,A user account was disabled,EXCH01,guest,Critical,
2025-07-29 13:32:20,1102,The audit log was cleared,SRV01,arnab,Information,
2025-07-23 06:36:20,4725,A user account was disabled,APP01,arnab,Warning,
2025-07-30 03:56:20,4725,A user account was disabled,APP01,svc-web,Error,
2025-07-30 07:32:20,5156,The Windows Filtering Platform has permitted a connection,SRV01,svc-web,Critical,
2025-08-02 20:27:20,4625,An account failed to log on,EXCH01,svc-web,Critical,Batch
2025-07-25 10:18:20,4725,A user account was disabled,APP01,svc-backup,Warning,
2025-07-30 20:31:20,4648,A logon was attempted using explicit credentials,DC01,guest,Error,Unlock
2025-07-22 22:22:20,5156,The Windows Filtering Platform has permitted a connection,DC01,shreya,Information,
2025-07-22 15:09:20,4624,An account was successfully logged on,EXCH01,svc-backup,Critical,Network
2025-07-23 16:47:20,4697,A service was installed in the system,DC01,shreya,Warning,
2025-07-29 10:27:20,4722,A user account was enabled,APP01,arnab,Error,
2025-07-28 04:01:20,5156,The Windows Filtering Platform has permitted a connection,EXCH01,svc-backup,Critical,
2025-07-24 21:39:20,4722,A user account was enabled,FILE01,arnab,Critical,
2025-07-24 23:46:20,1102,The audit log was cleared,SRV01,shreya,Information,
2025-07-31 15:11:20,5156,The Windows Filtering Platform has permitted a connection,WEB01,admin,Warning,
2025-08-02 14:52:20,4688,A new process has been created,DC01,shreya,Critical,
2025-07-27 17:49:20,4725,A user account was disabled,APP01,guest,Error,
2025-07-29 03:19:20,4725,A user account was disabled,DC01,guest,Critical,
2025-07-25 03:00:20,4720,A user account was created,APP01,guest,Warning,
2025-08-04 01:46:20,4625,An account failed to log on,EXCH01,guest,Information,Service
2025-08-05 06:14:20,4720,A user account was created,FILE01,guest,Information,
2025-07-24 06:44:20,4688,A new process has been created,SRV01,svc-backup,Error,
2025-07-23 04:01:20,4725,A user account was disabled,EXCH01,arnab,Warning,
2025-07-28 00:44:20,4725,A user account was disabled,SRV01,arnab,Information,
2025-07-29 04:12:20,4720,A user account was created,DC01,guest,Information,
2025-07-23 03:21:20,4648,A logon was attempted using explicit credentials,WEB01,svc-backup,Critical,Network
2025-08-02 18:21:20,4720,A user account was created,WEB01,arnab,Error,
2025-07-27 00:24:20,4648,A logon was attempted using explicit credentials,APP01,svc-backup,Warning,Interactive
2025-07-24 12:37:20,4688,A new process has been created,EXCH01,guest,Information,
2025-07-23 08:05:20,4722,A user account was enabled,DC01,svc-backup,Information,
2025-08-02 20:07:20,4725,A user account was disabled,FILE01,shreya,Warning,
2025-07-30 10:33:20,4725,A user account was disabled,DC01,arnab,Critical,
2025-07-27 17:36:20,4688,A new process has been created,EXCH01,svc-backup,Information,
2025-07-28 11:56:20,4625,An account failed to log on,APP01,arnab,Critical,Network
2025-07-27 04:23:20,4688,A new process has been created,DC01,admin,Error,
2025-07-25 03:06:20,4720,A user account was created,WEB01,shreya,Information,
2025-08-01 12:04:20,4720,A user account was created,APP01,admin,Warning,
2025-08-02 06:01:20,4688,A new process has been created,EXCH01,arnab,Critical,
2025-08-02 19:51:20,4688,A new process has been created,APP01,arnab,Warning,
2025-08-03 11:32:20,4722,A user account was enabled,DC01,admin,Warning,
2025-07-30 07:54:20,4688,A new process has been created,DC01,svc-backup,Information,
2025-07-27 23:20:20,4625,An account failed to log on,FILE01,shreya,Error,Network
2025-07-29 04:33:20,4624,An account was successfully logged on,APP01,svc-backup,Warning,Interactive
2025-07-29 08:21:20,4624,An account was successfully logged on,APP01,admin,Information,Interactive
2025-07-23 09:10:20,4688,A new process has been created,WEB01,arnab,Warning,
2025-08-04 22:24:20,4688,A new process has been created,SRV01,svc-web,Error,
2025-08-04 21:22:20,5156,The Windows Filtering Platform has permitted a connection,WEB01,guest,Critical,
2025-08-04 22:23:20,4720,A user account was created,WEB01,svc-web,Error,
2025-08-01 16:58:20,4697,A service was installed in the system,APP01,guest,Critical,
2025-07-28 11:29:20,4697,A service was installed in the system,WEB01,shreya,Error,
2025-07-25 16:30:20,4720,A user account was created,FILE01,svc-backup,Information,
2025-07-29 07:30:20,4722,A user account was enabled,APP01,admin,Critical,
2025-07-26 07:27:20,4725,A user account was disabled,EXCH01,arnab,Warning,
2025-07-30 16:59:20,5156,The Windows Filtering Platform has permitted a connection,DC01,svc-web,Error,
2025-07-23 06:45:20,4725,A user account was disabled,APP01,svc-backup,Information,
2025-07-28 09:34:20,4697,A service was installed in the system,SRV01,arnab,Error,
2025-07-28 12:49:20,4720,A user account was created,WEB01,guest,Error,
2025-07-23 15:31:20,4624,An account was successfully logged on,FILE01,arnab,Critical,Network
2025-07-23 02:53:20,4625,An account failed to log on,APP01,arnab,Error,Unlock
2025-07-26 07:47:20,4725,A user account was disabled,WEB01,arnab,Information,
2025-08-04 19:50:20,5156,The Windows Filtering Platform has permitted a connection,EXCH01,shreya,Critical,
2025-07-26 09:29:20,5156,The Windows Filtering Platform has permitted a connection,SRV01,svc-backup,Error,
2025-07-29 05:28:20,4720,A user account was created,DC01,arnab,Critical,
2025-07-29 05:41:20,4697,A service was installed in the system,EXCH01,svc-web,Information,
2025-07-22 17:12:20,1102,The audit log was cleared,EXCH01,svc-backup,Warning,
2025-07-31 23:32:20,4625,An account failed to log on,SRV01,svc-backup,Warning,Service
2025-07-23 13:03:20,1102,The audit log was cleared,SRV01,svc-backup,Critical,
2025-07-30 09:35:20,4688,A new process has been created,DC01,guest,Information,
2025-07-25 03:13:20,4725,A user account was disabled,SRV01,svc-backup,Warning,
2025-07-23 18:50:20,4720,A user account was created,WEB01,guest,Warning,
2025-08-04 19:40:20,4697,A service was installed in the system,APP01,svc-backup,Warning,
2025-07-27 15:40:20,5156,The Windows Filtering Platform has permitted a connection,FILE01,shreya,Warning,
2025-07-27 03:18:20,4725,A user account was disabled,DC01,admin,Information,
2025-07-30 08:47:20,4625,An account failed to log on,WEB01,guest,Error,Unlock
2025-07-28 13:28:20,4648,A logon was attempted using explicit credentials,WEB01,svc-backup,Information,Unlock
2025-07-23 04:40:20,4688,A new process has been created,SRV01,arnab,Information,
2025-07-27 22:13:20,4625,An account failed to log on,WEB01,admin,Error,Service
2025-07-30 03:55:20,4688,A new process has been created,WEB01,admin,Critical,
2025-08-02 03:00:20,5156,The Windows Filtering Platform has permitted a connection,APP01,shreya,Warning,
2025-07-29 15:04:20,4697,A service was installed in the system,WEB01,svc-web,Warning,
2025-07-28 22:43:20,4625,An account failed to log on,DC01,guest,Error,RemoteInteractive
2025-07-25 12:20:20,4725,A user account was disabled,FILE01,shreya,Critical,
2025-07-27 14:42:20,4722,A user account was enabled,SRV01,arnab,Error,
2025-08-02 06:43:20,4722,A user account was enabled,FILE01,svc-web,Error,
2025-07-23 08:56:20,4725,A user account was disabled,APP01,guest,Error,
2025-07-27 03:02:20,4720,A user account was created,APP01,arnab,Warning,
2025-08-02 15:07:20,4720,A user account was created,SRV01,arnab,Warning,
2025-08-04 06:31:20,4624,An account was successfully logged on,APP01,arnab,Information,Batch
2025-07-30 11:52:20,4722,A user account was enabled,SRV01,arnab,Error,
2025-07-27 05:56:20,4697,A service was installed in the system,EXCH01,svc-web,Error,
2025-07-28 05:01:20,4625,An account failed to log on,WEB01,admin,Critical,Unlock
2025-07-30 08:03:20,4720,A user account was created,EXCH01,guest,Warning,
2025-07-23 22:46:20,1102,The audit log was cleared,DC01,svc-backup,Information,
2025-07-24 10:32:20,1102,The audit log was cleared,FILE01,arnab,Critical,
2025-08-04 19:57:20,4648,A logon was attempted using explicit credentials,DC01,admin,Warning,Service
2025-08-02 17:36:20,4625,An account failed to log on,DC01,svc-web,Error,RemoteInteractive
2025-07-31 14:52:20,5156,The Windows Filtering Platform has permitted a connection,DC01,guest,Error,
2025-08-04 11:41:20,4720,A user account was created,SRV01,shreya,Error,
2025-08-05 04:46:20,4725,A user account was disabled,SRV01,svc-web,Error,
2025-08-03 14:48:20,4624,An account was successfully logged on,WEB01,svc-backup,Warning,Interactive
2025-08-03 01:27:20,4720,A user account was created,DC01,svc-web,Warning,
2025-07-29 18:43:20,4688,A new process has been created,DC01,svc-web,Error,
2025-07-27 12:24:20,4648,A logon was attempted using explicit credentials,EXCH01,guest,Warning,RemoteInteractive
2025-08-02 09:56:20,4697,A service was installed in the system,SRV01,svc-backup,Error,
2025-07-29 09:17:20,4688,A new process has been created,FILE01,shreya,Error,
2025-07-24 18:26:20,4648,A logon was attempted using explicit credentials,APP01,admin,Error,Batch
2025-07-25 16:59:20,4722,A user account was enabled,WEB01,guest,Warning,
2025-08-02 10:08:20,4722,A user account was enabled,WEB01,guest,Information,
2025-08-01 08:04:20,4625,An account failed to log on,EXCH01,shreya,Warning,RemoteInteractive
2025-07-30 15:02:20,4697,A service was installed in the system,APP01,admin,Error,
2025-07-25 00:37:20,4722,A user account was enabled,APP01,arnab,Warning,
2025-07-28 11:19:20,1102,The audit log was cleared,SRV01,guest,Information,
2025-07-28 12:18:20,4725,A user account was disabled,APP01,svc-backup,Critical,
2025-07-23 04:39:20,4720,A user account was created,APP01,svc-web,Warning,
2025-07-24 06:58:20,4722,A user account was enabled,FILE01,guest,Information,
2025-07-25 22:19:20,4648,A logon was attempted using explicit credentials,EXCH01,svc-web,Warning,Unlock
2025-07-29 01:21:20,1102,The audit log was cleared,WEB01,admin,Critical,
2025-08-03 23:37:20,4648,A logon was attempted using explicit credentials,DC01,admin,Critical,Unlock
2025-07-27 00:00:20,4720,A user account was created,FILE01,svc-web,Information,
2025-07-26 21:08:20,4725,A user account was disabled,EXCH01,arnab,Error,
2025-07-23 21:24:20,1102,The audit log was cleared,DC01,arnab,Error,
2025-07-23 03:25:20,4725,A user account was disabled,SRV01,svc-backup,Error,
2025-07-26 20:37:20,1102,The audit log was cleared,DC01,svc-web,Warning,
2025-07-23 19:42:20,4624,An account was successfully logged on,EXCH01,shreya,Critical,RemoteInteractive
2025-07-26 11:14:20,4725,A user account was disabled,APP01,svc-backup,Warning,
2025-08-03 17:06:20,4648,A logon was attempted using explicit credentials,APP01,shreya,Error,RemoteInteractive
2025-07-31 13:10:20,4720,A user account was created,EXCH01,guest,Warning,
2025-07-27 04:16:20,4688,A new process has been created,DC01,svc-web,Error,
2025-07-27 01:28:20,4624,An account was successfully logged on,DC01,shreya,Critical,RemoteInteractive
2025-07-26 05:27:20,5156,The Windows Filtering Platform has permitted a connection,WEB01,svc-backup,Critical,
2025-07-23 03:21:20,4722,A user account was enabled,APP01,svc-backup,Warning,
2025-07-30 00:00:20,4624,An account was successfully logged on,APP01,svc-web,Warning,RemoteInteractive
2025-07-24 09:32:20,4725,A user account was disabled,WEB01,svc-backup,Warning,
2025-07-29 14:20:20,4688,A new process has been created,DC01,guest,Critical,
2025-08-05 00:31:20,4697,A service was installed in the system,FILE01,admin,Error,
2025-07-26 08:00:20,4625,An account failed to log on,APP01,svc-web,Warning,RemoteInteractive
2025-08-02 14:46:20,4720,A user account was created,WEB01,svc-web,Error,
2025-07-25 21:55:20,1102,The audit log was cleared,APP01,arnab,Error,
2025-07-28 11:29:20,4720,A user account was created,SRV01,admin,Critical,
2025-07-31 05:28:20,4648,A logon was attempted using explicit credentials,EXCH01,arnab,Error,Unlock
2025-08-02 21:23:20,1102,The audit log was cleared,APP01,svc-web,Warning,
2025-08-02 23:13:20,4725,A user account was disabled,SRV01,shreya,Critical,
2025-07-22 22:02:20,4688,A new process has been created,WEB01,arnab,Error,
2025-08-01 18:57:20,4688,A new process has been created,WEB01,svc-backup,Warning,
2025-07-31 11:34:20,1102,The audit log was cleared,FILE01,svc-web,Critical,
2025-08-02 16:37:20,4722,A user account was enabled,WEB01,svc-web,Critical,
2025-08-02 05:17:20,1102,The audit log was cleared,APP01,shreya,Warning,
2025-08-04 16:01:20,4722,A user account was enabled,SRV01,admin,Warning,
2025-07-24 12:36:20,4624,An account was successfully logged on,WEB01,arnab,Critical,Unlock
2025-08-04 21:01:20,4625,An account failed to log on,FILE01,shreya,Warning,Network
2025-07-27 20:56:20,1102,The audit log was cleared,EXCH01,svc-backup,Warning,
2025-08-03 08:37:20,4624,An account was successfully logged on,FILE01,shreya,Information,RemoteInteractive
2025-07-26 03:23:20,1102,The audit log was cleared,APP01,shreya,Warning,
2025-07-27 15:37:20,4648,A logon was attempted using explicit credentials,DC01,admin,Critical,Interactive
2025-07-25 09:25:20,1102,The audit log was cleared,APP01,shreya,Warning,
2025-07-28 22:58:20,5156,The Windows Filtering Platform has permitted a connection,EXCH01,svc-web,Warning,
2025-08-02 03:19:20,4624,An account was successfully logged on,SRV01,svc-backup,Critical,RemoteInteractive
2025-08-04 21:33:20,4688,A new process has been created,FILE01,svc-backup,Critical,
2025-07-29 21:30:20,4697,A service was installed in the system,DC01,svc-backup,Critical,
2025-08-04 16:26:20,4624,An account was successfully logged on,EXCH01,guest,Information,Service
2025-07-28 06:17:20,4624,An account was successfully logged on,APP01,arnab,Information,Interactive
2025-07-29 16:42:20,4722,A user account was enabled,DC01,svc-backup,Information,
2025-08-02 17:23:20,4688,A new process has been created,APP01,guest,Warning,
2025-08-01 03:31:20,4648,A logon was attempted using explicit credentials,DC01,svc-web,Information,Batch
2025-07-25 20:04:20,4625,An account failed to log on,DC01,arnab,Warning,Interactive
2025-07-28 12:25:20,4725,A user account was disabled,FILE01,guest,Critical,
2025-07-28 17:22:20,4697,A service was installed in the system,FILE01,guest,Error,
2025-07-31 11:01:20,4720,A user account was created,WEB01,admin,Error,
2025-08-02 20:41:20,1102,The audit log was cleared,APP01,shreya,Error,
2025-07-29 09:42:20,4697,A service was installed in the system,APP01,arnab,Error,
2025-08-02 16:55:20,4697,A service was installed in the system,EXCH01,svc-backup,Error,
